AaegL1.1	AaedL1.2	Change
AAEL008116 AAEL008116 unchanged
AAEL008117 AAEL008117 unchanged
AAEL008118 AAEL008118 unchanged
AAEL008119 AAEL008119 unchanged
AAEL008120 AAEL008120 unchanged
AAEL008121 AAEL008121 unchanged
AAEL008122 AAEL008122 unchanged
AAEL008123 AAEL008123 unchanged
AAEL008124 AAEL008124 unchanged
AAEL008125 AAEL008125 unchanged
AAEL008126 AAEL008126 changed
AAEL008127 AAEL008127 unchanged
AAEL008128 AAEL008128 unchanged
AAEL008129 AAEL008129 unchanged
AAEL008130 AAEL008130 unchanged
AAEL008131 AAEL008131 unchanged
AAEL008132 AAEL008132 unchanged
AAEL008133 AAEL008133 unchanged
AAEL008134 AAEL008134 unchanged
AAEL008135 AAEL008135 unchanged
AAEL008136 AAEL008136 unchanged
AAEL008137 AAEL008137 unchanged
AAEL008138 AAEL008138 unchanged
AAEL008139 AAEL008139 unchanged
AAEL008140 AAEL008140 unchanged
AAEL008141 AAEL008141 unchanged
AAEL008142 AAEL008142 unchanged
AAEL008143 AAEL008143 unchanged
AAEL008144 AAEL008144 unchanged
AAEL008145 AAEL008145 unchanged
AAEL008146 AAEL008146 unchanged
AAEL008147 AAEL008147 unchanged
AAEL008148 AAEL008148 unchanged
AAEL008149 AAEL008149 unchanged
AAEL008150 AAEL008150 unchanged
AAEL008151 AAEL008151 unchanged
AAEL008152 AAEL008152 unchanged
AAEL008153 AAEL008153 unchanged
AAEL008154 AAEL008154 unchanged
AAEL008155 AAEL008155 unchanged
AAEL008156 AAEL008156 unchanged
AAEL008157 AAEL008157 unchanged
AAEL008158 AAEL008158 unchanged
AAEL008159 AAEL008159 unchanged
AAEL008160 AAEL008160 unchanged
AAEL008161 AAEL008161 unchanged
AAEL008162 AAEL008162 unchanged
AAEL008163 AAEL008163 unchanged
AAEL008164 AAEL008164 unchanged
AAEL008165 AAEL008165 unchanged
AAEL008166 AAEL008166 unchanged
AAEL008167 AAEL008167 unchanged
AAEL008168 AAEL008168 unchanged
AAEL008169 AAEL008169 unchanged
AAEL008170 AAEL008170 unchanged
AAEL008171 AAEL008171 unchanged
AAEL008172 AAEL008172 unchanged
AAEL008173 AAEL008173 unchanged
AAEL008174 AAEL008174 unchanged
AAEL008175 AAEL008175 unchanged
AAEL008176 AAEL008176 unchanged
AAEL008177 AAEL008177 unchanged
AAEL008178 AAEL008178 unchanged
AAEL008179 AAEL008179 unchanged
AAEL008180 AAEL008180 unchanged
AAEL008181 AAEL008181 unchanged
AAEL008182 AAEL008182 unchanged
AAEL008183 AAEL008183 unchanged
AAEL008184 AAEL008184 unchanged
AAEL008185 AAEL008185 unchanged
AAEL008186 AAEL008186 unchanged
AAEL008187 AAEL008187 unchanged
AAEL008188 AAEL008188 unchanged
AAEL008189 AAEL008189 unchanged
AAEL008190 AAEL008190 unchanged
AAEL008191 AAEL008191 unchanged
AAEL008192 AAEL008192 changed
AAEL008193 AAEL008193 unchanged
AAEL008194 AAEL008194 unchanged
AAEL008195 AAEL008195 unchanged
AAEL008196 AAEL008196 unchanged
AAEL008197 AAEL008197 unchanged
AAEL008198 AAEL008198 unchanged
AAEL008199 AAEL008199 unchanged
AAEL008200 AAEL008200 unchanged
AAEL008201 AAEL008201 unchanged
AAEL008202 AAEL008202 unchanged
AAEL008203 AAEL008203 unchanged
AAEL008204 AAEL008204 unchanged
AAEL008205 AAEL008205 unchanged
AAEL008206 AAEL008206 unchanged
AAEL008207 AAEL008207 unchanged
AAEL008208 AAEL008208 unchanged
AAEL008209 AAEL008209 unchanged
AAEL008210 AAEL008210 unchanged
AAEL008211 AAEL008211 unchanged
AAEL008212 AAEL008212 unchanged
AAEL008213 AAEL008213 unchanged
AAEL008214 AAEL008214 unchanged
AAEL008215 AAEL008215 unchanged
AAEL008216 AAEL008216 unchanged
AAEL008217 AAEL008217 unchanged
AAEL008218 AAEL008218 unchanged
AAEL008219 AAEL008219 unchanged
AAEL008220 AAEL008220 unchanged
AAEL008221 AAEL008221 unchanged
AAEL008222 AAEL008222 unchanged
AAEL008223 AAEL008223 unchanged
AAEL008224 AAEL008224 unchanged
AAEL008225 AAEL008225 unchanged
AAEL008226 AAEL008226 unchanged
AAEL008227 AAEL008227 unchanged
AAEL008228 AAEL008228 unchanged
AAEL008229 AAEL008229 unchanged
AAEL008230 AAEL008230 unchanged
AAEL008231 AAEL008231 unchanged
AAEL008232 AAEL008232 unchanged
AAEL008233 AAEL008233 unchanged
AAEL008234 AAEL008234 unchanged
AAEL008235 AAEL008235 unchanged
AAEL008236 AAEL008236 unchanged
AAEL008237 AAEL008237 unchanged
AAEL008238 AAEL008238 unchanged
AAEL008239 AAEL008239 unchanged
AAEL008240 AAEL008240 unchanged
AAEL008241 AAEL008241 unchanged
AAEL008242 AAEL008242 unchanged
AAEL008243 AAEL008243 unchanged
AAEL008244 AAEL008244 unchanged
AAEL008245 AAEL008245 unchanged
AAEL008246 AAEL008246 unchanged
AAEL008247 AAEL008247 unchanged
AAEL008248 AAEL008248 unchanged
AAEL008249 AAEL008249 changed
AAEL008250 AAEL008250 unchanged
AAEL008251 AAEL008251 unchanged
AAEL008252 AAEL008252 unchanged
AAEL008253 AAEL008253 unchanged
AAEL008254 AAEL008254 unchanged
AAEL008255 AAEL008255 unchanged
AAEL008256 AAEL008256 unchanged
AAEL008257 AAEL008257 unchanged
AAEL008258 AAEL008258 unchanged
AAEL008259 AAEL008259 unchanged
AAEL008260 AAEL008260 unchanged
AAEL008261 AAEL008261 unchanged
AAEL008262 AAEL008262 unchanged
AAEL008263 AAEL008263 unchanged
AAEL008264 AAEL008264 unchanged
AAEL008265 AAEL008265 unchanged
AAEL008266 AAEL008266 unchanged
AAEL008267 AAEL008267 changed
AAEL008268 AAEL008268 unchanged
AAEL008269 AAEL008269 unchanged
AAEL008270 AAEL008270 unchanged
AAEL008271 AAEL008271 unchanged
AAEL008272 AAEL008272 unchanged
AAEL008273 AAEL008273 unchanged
AAEL008274 AAEL008274 unchanged
AAEL008275 AAEL008275 unchanged
AAEL008276 AAEL008276 unchanged
AAEL008277 AAEL008277 unchanged
AAEL008278 AAEL008278 unchanged
AAEL008279 AAEL008279 unchanged
AAEL008280 AAEL008280 unchanged
AAEL008281 AAEL008281 unchanged
AAEL008282 AAEL008282 changed
AAEL008283 AAEL008283 unchanged
AAEL008284 AAEL008284 unchanged
AAEL008285 AAEL008285 unchanged
AAEL008286 AAEL008286 unchanged
AAEL008287 AAEL008287 changed
AAEL008288 AAEL008288 unchanged
AAEL008289 AAEL008289 unchanged
AAEL008290 AAEL008290 unchanged
AAEL008291 AAEL008291 unchanged
AAEL008292 AAEL008292 unchanged
AAEL008293 AAEL008293 unchanged
AAEL008294 AAEL008294 unchanged
AAEL008295 AAEL008295 unchanged
AAEL008296 AAEL008296 unchanged
AAEL008297 AAEL008297 unchanged
AAEL008298 AAEL008298 changed
AAEL008299 AAEL008299 unchanged
AAEL008300 AAEL008300 unchanged
AAEL008301 AAEL008301 unchanged
AAEL008302 AAEL008302 unchanged
AAEL008303 AAEL008303 unchanged
AAEL008304 AAEL008304 unchanged
AAEL008305 AAEL008305 unchanged
AAEL008306 AAEL008306 unchanged
AAEL008307 AAEL008307 unchanged
AAEL008308 AAEL008308 unchanged
AAEL008309 AAEL008309 unchanged
AAEL008310 AAEL008310 unchanged
AAEL008311 AAEL008311 unchanged
AAEL008312 AAEL008312 unchanged
AAEL008313 AAEL008313 unchanged
AAEL008314 AAEL008314 unchanged
AAEL008315 AAEL008315 unchanged
AAEL008316 AAEL008316 unchanged
AAEL008317 AAEL008317 unchanged
AAEL008318 AAEL008318 unchanged
AAEL008319 AAEL008319 unchanged
AAEL008320 AAEL008320 unchanged
AAEL008321 AAEL008321 unchanged
AAEL008322 AAEL008322 changed
AAEL008323 AAEL008323 unchanged
AAEL008324 AAEL008324 unchanged
AAEL008325 AAEL008325 unchanged
AAEL008326 AAEL008326 unchanged
AAEL008327 AAEL008327 unchanged
AAEL008328 AAEL008328 unchanged
AAEL008329 AAEL008329 unchanged
AAEL008330 AAEL008330 unchanged
AAEL008331 AAEL008331 unchanged
AAEL008332 AAEL008332 unchanged
AAEL008333 AAEL008333 unchanged
AAEL008334 AAEL008334 unchanged
AAEL008335 AAEL008335 unchanged
AAEL008336 AAEL008336 unchanged
AAEL008337 AAEL008337 unchanged
AAEL008338 AAEL008338 unchanged
AAEL008339 AAEL008339 unchanged
AAEL008340 AAEL008340 unchanged
AAEL008341 AAEL008341 unchanged
AAEL008342 AAEL008342 unchanged
AAEL008343 AAEL008343 unchanged
AAEL008344 AAEL008344 unchanged
AAEL008345 AAEL008345 changed
AAEL008346 AAEL008346 unchanged
AAEL008347 AAEL008347 unchanged
AAEL008348 AAEL008348 unchanged
AAEL008349 AAEL008349 unchanged
AAEL008350 AAEL008350 unchanged
AAEL008351 AAEL008351 unchanged
AAEL008352 AAEL008352 unchanged
AAEL008353 AAEL008353 changed
AAEL008354 AAEL008354 unchanged
AAEL008355 AAEL008355 unchanged
AAEL008356 AAEL008356 unchanged
AAEL008357 AAEL008357 unchanged
AAEL008358 AAEL008358 unchanged
AAEL008359 AAEL008359 unchanged
AAEL008360 AAEL008360 changed
AAEL008361 AAEL008361 changed
AAEL008362 AAEL008362 unchanged
AAEL008363 AAEL008363 changed
AAEL008364 AAEL008364 unchanged
AAEL008365 AAEL008365 unchanged
AAEL008366 AAEL008366 unchanged
AAEL008367 AAEL008367 unchanged
AAEL008368 AAEL008368 unchanged
AAEL008369 AAEL008369 changed
AAEL008370 AAEL008370 changed
AAEL008371 AAEL008371 unchanged
AAEL008372 AAEL008372 unchanged
AAEL008373 AAEL008373 unchanged
AAEL008374 AAEL008374 unchanged
AAEL008375 AAEL008375 unchanged
AAEL008376 AAEL008376 unchanged
AAEL008377 AAEL008377 unchanged
AAEL008378 AAEL008378 unchanged
AAEL008379 AAEL008379 changed
AAEL008380 AAEL008380 unchanged
AAEL008381 AAEL008381 unchanged
AAEL008382 AAEL008382 unchanged
AAEL008383 AAEL008383 unchanged
AAEL008384 AAEL008384 unchanged
AAEL008385 AAEL008385 unchanged
AAEL008386 AAEL008386 unchanged
AAEL008387 AAEL008387 unchanged
AAEL008388 AAEL008388 unchanged
AAEL008389 AAEL008389 unchanged
AAEL008390 AAEL008390 unchanged
AAEL008391 AAEL008391 unchanged
AAEL008392 AAEL008392 unchanged
AAEL008393 AAEL008393 unchanged
AAEL008394 AAEL008394 unchanged
AAEL008395 AAEL008395 unchanged
AAEL008396 AAEL008396 unchanged
AAEL008397 AAEL008397 changed
AAEL008398 AAEL008398 unchanged
AAEL008399 AAEL008399 unchanged
AAEL008400 AAEL008400 unchanged
AAEL008401 AAEL008401 unchanged
AAEL008402 AAEL008402 unchanged
AAEL008403 AAEL008403 unchanged
AAEL008404 AAEL008404 changed
AAEL008405 AAEL008405 unchanged
AAEL008406 AAEL008406 unchanged
AAEL008407 AAEL008407 unchanged
AAEL008408 AAEL008408 unchanged
AAEL008409 AAEL008409 unchanged
AAEL008410 AAEL008410 unchanged
AAEL008411 AAEL008411 unchanged
AAEL008412 AAEL008412 unchanged
AAEL008413 AAEL008413 unchanged
AAEL008414 AAEL008414 unchanged
AAEL008415 AAEL008415 unchanged
AAEL008416 AAEL008416 unchanged
AAEL008417 AAEL008417 unchanged
AAEL008418 AAEL008418 changed
AAEL008419 AAEL008419 unchanged
AAEL008420 AAEL008420 unchanged
AAEL008421 AAEL008421 unchanged
AAEL008422 AAEL008422 changed
AAEL008423 AAEL008423 unchanged
AAEL008424 AAEL008424 changed
AAEL008425 AAEL008425 unchanged
AAEL008426 AAEL008426 changed
AAEL008427 AAEL008427 unchanged
AAEL008428 AAEL008428 unchanged
AAEL008429 AAEL008429 unchanged
AAEL008430 AAEL008430 unchanged
AAEL008431 AAEL008431 unchanged
AAEL008432 AAEL008432 unchanged
AAEL008433 AAEL008433 unchanged
AAEL008434 AAEL008434 unchanged
AAEL008435 AAEL008435 unchanged
AAEL008436 AAEL008436 unchanged
AAEL008437 AAEL008437 unchanged
AAEL008438 AAEL008438 unchanged
AAEL008439 AAEL008439 unchanged
AAEL008440 AAEL008440 unchanged
AAEL008441 AAEL008441 unchanged
AAEL008442 AAEL008442 changed
AAEL008443 AAEL008443 unchanged
AAEL008444 AAEL008444 unchanged
AAEL008445 AAEL008445 unchanged
AAEL008446 AAEL008446 unchanged
AAEL008447 AAEL008447 unchanged
AAEL008448 AAEL008448 changed
AAEL008449 AAEL008449 unchanged
AAEL008450 AAEL008450 unchanged
AAEL008451 AAEL008451 unchanged
AAEL008452 AAEL008452 unchanged
AAEL008453 AAEL008453 unchanged
AAEL008454 AAEL008454 changed
AAEL008455 AAEL008455 unchanged
AAEL008456 AAEL008456 unchanged
AAEL008457 AAEL008457 unchanged
AAEL008458 AAEL008458 unchanged
AAEL008459 AAEL008459 unchanged
AAEL008460 AAEL008460 unchanged
AAEL008461 AAEL008461 unchanged
AAEL008462 AAEL008462 unchanged
AAEL008463 AAEL008463 unchanged
AAEL008464 AAEL008464 unchanged
AAEL008465 AAEL008465 unchanged
AAEL008466 AAEL008466 unchanged
AAEL008467 AAEL008467 unchanged
AAEL008468 AAEL008468 unchanged
AAEL008469 AAEL008469 unchanged
AAEL008470 AAEL008470 unchanged
AAEL008471 AAEL008471 unchanged
AAEL008472 AAEL008472 unchanged
AAEL008473 AAEL008473 unchanged
AAEL008474 AAEL008474 unchanged
AAEL008475 AAEL008475 unchanged
AAEL008476 AAEL008476 unchanged
AAEL008477 AAEL008477 unchanged
AAEL008478 AAEL008478 unchanged
AAEL008479 AAEL008479 unchanged
AAEL008480 AAEL008480 unchanged
AAEL008481 AAEL008481 changed
AAEL008482 AAEL008482 unchanged
AAEL008483 AAEL008483 unchanged
AAEL008484 AAEL008484 unchanged
AAEL008485 AAEL008485 unchanged
AAEL008486 AAEL008486 unchanged
AAEL008487 AAEL008487 unchanged
AAEL008488 AAEL008488 unchanged
AAEL008489 AAEL008489 unchanged
AAEL008490 AAEL008490 unchanged
AAEL008491 AAEL008491 unchanged
AAEL008492 AAEL008492 unchanged
AAEL008493 AAEL008493 unchanged
AAEL008494 AAEL008494 unchanged
AAEL008495 AAEL008495 unchanged
AAEL008496 AAEL008496 unchanged
AAEL008497 AAEL008497 unchanged
AAEL008498 AAEL008498 unchanged
AAEL008499 AAEL008499 unchanged
AAEL008500 AAEL008500 unchanged
AAEL008501 AAEL008501 unchanged
AAEL008502 AAEL008502 unchanged
AAEL008503 AAEL008503 unchanged
AAEL008504 AAEL008504 unchanged
AAEL008505 AAEL008505 unchanged
AAEL008506 AAEL008506 unchanged
AAEL008507 AAEL008507 unchanged
AAEL008508 AAEL008508 unchanged
AAEL008509 AAEL008509 unchanged
AAEL008510 AAEL008510 unchanged
AAEL008511 AAEL008511 unchanged
AAEL008512 AAEL008512 unchanged
AAEL008513 AAEL008513 unchanged
AAEL008514 AAEL008514 unchanged
AAEL008515 AAEL008515 unchanged
AAEL008516 AAEL008516 unchanged
AAEL008517 AAEL008517 unchanged
AAEL008518 AAEL008518 unchanged
AAEL008519 AAEL008519 unchanged
AAEL008520 AAEL008520 unchanged
AAEL008521 AAEL008521 unchanged
AAEL008522 AAEL008522 unchanged
AAEL008523 AAEL008523 unchanged
AAEL008524 AAEL008524 unchanged
AAEL008525 AAEL008525 unchanged
AAEL008526 AAEL008526 unchanged
AAEL008527 AAEL008527 unchanged
AAEL008528 AAEL008528 unchanged
AAEL008529 AAEL008529 unchanged
AAEL008530 AAEL008530 unchanged
AAEL008531 AAEL008531 unchanged
AAEL008532 AAEL008532 changed
AAEL008533 AAEL008533 unchanged
AAEL008534 AAEL008534 unchanged
AAEL008535 AAEL008535 unchanged
AAEL008536 AAEL008536 unchanged
AAEL008537 AAEL008537 unchanged
AAEL008538 AAEL008538 unchanged
AAEL008539 AAEL008539 unchanged
AAEL008540 AAEL008540 unchanged
AAEL008541 AAEL008541 unchanged
AAEL008542 AAEL008542 unchanged
AAEL008543 AAEL008543 unchanged
AAEL008544 AAEL008544 unchanged
AAEL008545 AAEL008545 unchanged
AAEL008546 AAEL008546 unchanged
AAEL008547 AAEL008547 unchanged
AAEL008548 AAEL008548 unchanged
AAEL008549 AAEL008549 unchanged
AAEL008550 AAEL008550 unchanged
AAEL008551 AAEL008551 unchanged
AAEL008552 AAEL008552 unchanged
AAEL008553 AAEL008553 unchanged
AAEL008554 AAEL008554 unchanged
AAEL008555 AAEL008555 unchanged
AAEL008556 AAEL008556 unchanged
AAEL008557 AAEL008557 unchanged
AAEL008558 AAEL008558 unchanged
AAEL008559 AAEL008559 unchanged
AAEL008560 AAEL008560 unchanged
AAEL008561 AAEL008561 unchanged
AAEL008562 AAEL008562 unchanged
AAEL008563 AAEL008563 unchanged
AAEL008564 AAEL008564 unchanged
AAEL008565 AAEL008565 unchanged
AAEL008566 AAEL008566 changed
AAEL008567 AAEL008567 unchanged
AAEL008568 AAEL008568 unchanged
AAEL008569 AAEL008569 unchanged
AAEL008570 AAEL008570 unchanged
AAEL008571 AAEL008571 changed
AAEL008572 AAEL008572 unchanged
AAEL008573 AAEL008573 unchanged
AAEL008574 AAEL008574 unchanged
AAEL008575 AAEL008575 unchanged
AAEL008576 AAEL008576 unchanged
AAEL008577 AAEL008577 unchanged
AAEL008578 AAEL008578 unchanged
AAEL008579 AAEL008579 unchanged
AAEL008580 AAEL008580 unchanged
AAEL008581 AAEL008581 changed
AAEL008582 AAEL008582 unchanged
AAEL008583 AAEL008583 unchanged
AAEL008584 AAEL008584 unchanged
AAEL008585 AAEL008585 unchanged
AAEL008586 AAEL008586 unchanged
AAEL008587 AAEL008587 unchanged
AAEL008588 AAEL008588 unchanged
AAEL008589 AAEL008589 unchanged
AAEL008590 AAEL008590 unchanged
AAEL008591 AAEL008591 unchanged
AAEL008592 AAEL008592 unchanged
AAEL008593 AAEL008593 unchanged
AAEL008594 AAEL008594 unchanged
AAEL008595 AAEL008595 changed
AAEL008596 AAEL008596 changed
AAEL008597 AAEL008597 unchanged
AAEL008598 AAEL008598 unchanged
AAEL008599 AAEL008599 unchanged
AAEL008600 AAEL008600 unchanged
AAEL008601 AAEL008601 unchanged
AAEL008602 AAEL008602 unchanged
AAEL008603 AAEL008603 unchanged
AAEL008604 AAEL008604 unchanged
AAEL008605 AAEL008605 unchanged
AAEL008606 AAEL008606 unchanged
AAEL008607 AAEL008607 unchanged
AAEL008608 AAEL008608 unchanged
AAEL008609 AAEL008609 unchanged
AAEL008610 AAEL008610 unchanged
AAEL008611 AAEL008611 unchanged
AAEL008612 AAEL008612 unchanged
AAEL008613 AAEL008613 changed
AAEL008614 AAEL008614 unchanged
AAEL008615 AAEL008615 unchanged
AAEL008616 AAEL008616 unchanged
AAEL008617 AAEL008617 unchanged
AAEL008618 AAEL008618 unchanged
AAEL008619 AAEL008619 unchanged
AAEL008620 AAEL008620 unchanged
AAEL008621 AAEL008621 unchanged
AAEL008622 AAEL008622 unchanged
AAEL008623 AAEL008623 unchanged
AAEL008624 AAEL008624 changed
AAEL008625 AAEL008625 unchanged
AAEL008626 AAEL008626 unchanged
AAEL008627 AAEL008627 unchanged
AAEL008628 AAEL008628 unchanged
AAEL008629 AAEL008629 unchanged
AAEL008630 AAEL008630 unchanged
AAEL008631 AAEL008631 unchanged
AAEL008632 AAEL008632 unchanged
AAEL008633 AAEL008633 unchanged
AAEL008634 AAEL008634 unchanged
AAEL008635 AAEL008635 unchanged
AAEL008636 AAEL008636 unchanged
AAEL008637 AAEL008637 unchanged
AAEL008638 AAEL008638 changed
AAEL008639 AAEL008639 unchanged
AAEL008640 AAEL008640 unchanged
AAEL008641 AAEL008641 unchanged
AAEL008642 AAEL008642 unchanged
AAEL008643 AAEL008643 unchanged
AAEL008644 AAEL008644 unchanged
AAEL008645 AAEL008645 unchanged
AAEL008646 AAEL008646 unchanged
AAEL008647 AAEL008647 unchanged
AAEL008648 AAEL008648 unchanged
AAEL008649 AAEL008649 unchanged
AAEL008650 AAEL008650 unchanged
AAEL008651 AAEL008651 unchanged
AAEL008652 AAEL008652 changed
AAEL008653 AAEL008653 unchanged
AAEL008654 AAEL008654 unchanged
AAEL008655 AAEL008655 changed
AAEL008656 AAEL008656 unchanged
AAEL008657 AAEL008657 unchanged
AAEL008658 AAEL008658 unchanged
AAEL008659 AAEL008659 unchanged
AAEL008660 AAEL008660 unchanged
AAEL008661 AAEL008661 unchanged
AAEL008662 AAEL008662 unchanged
AAEL008663 AAEL008663 unchanged
AAEL008664 AAEL008664 changed
AAEL008665 AAEL008665 unchanged
AAEL008666 AAEL008666 unchanged
AAEL008667 AAEL008667 unchanged
AAEL008668 AAEL008668 changed
AAEL008669 AAEL008669 unchanged
AAEL008670 AAEL008670 unchanged
AAEL008671 AAEL008671 unchanged
AAEL008672 AAEL008672 unchanged
AAEL008673 AAEL008673 unchanged
AAEL008674 AAEL008674 unchanged
AAEL008675 AAEL008675 unchanged
AAEL008676 AAEL008676 unchanged
AAEL008677 AAEL008677 unchanged
AAEL008678 AAEL008678 unchanged
AAEL008679 AAEL008679 unchanged
AAEL008680 AAEL008680 unchanged
AAEL008681 AAEL008681 unchanged
AAEL008682 AAEL008682 unchanged
AAEL008683 AAEL008683 unchanged
AAEL008684 AAEL008684 unchanged
AAEL008685 AAEL008685 unchanged
AAEL008686 AAEL008686 unchanged
AAEL008687 AAEL008687 unchanged
AAEL008688 AAEL008688 unchanged
AAEL008689 AAEL008689 unchanged
AAEL008690 AAEL008690 unchanged
AAEL008691 AAEL008691 unchanged
AAEL008692 AAEL008692 unchanged
AAEL008693 AAEL008693 unchanged
AAEL008694 AAEL008694 unchanged
AAEL008695 AAEL008695 unchanged
AAEL008696 AAEL008696 unchanged
AAEL008697 AAEL008697 unchanged
AAEL008698 AAEL008698 unchanged
AAEL008699 AAEL008699 unchanged
AAEL008700 AAEL008700 unchanged
AAEL008701 AAEL008701 unchanged
AAEL008702 AAEL008702 unchanged
AAEL008703 AAEL008703 unchanged
AAEL008704 AAEL008704 unchanged
AAEL008705 AAEL008705 unchanged
AAEL008706 AAEL008706 unchanged
AAEL008707 AAEL008707 unchanged
AAEL008708 AAEL008708 unchanged
AAEL008709 AAEL008709 unchanged
AAEL008710 AAEL008710 unchanged
AAEL008711 AAEL008711 unchanged
AAEL008712 AAEL008712 unchanged
AAEL008713 AAEL008713 unchanged
AAEL008714 AAEL008714 unchanged
AAEL008715 AAEL008715 unchanged
AAEL008716 AAEL008716 unchanged
AAEL008717 AAEL008717 unchanged
AAEL008718 AAEL008718 unchanged
AAEL008719 AAEL008719 unchanged
AAEL008720 AAEL008720 unchanged
AAEL008721 AAEL008721 unchanged
AAEL008722 AAEL008722 unchanged
AAEL008723 AAEL008723 changed
AAEL008724 AAEL008724 unchanged
AAEL008725 AAEL008725 unchanged
AAEL008726 AAEL008726 unchanged
AAEL008727 AAEL008727 unchanged
AAEL008728 AAEL008728 unchanged
AAEL008729 AAEL008729 unchanged
AAEL008730 AAEL008730 unchanged
AAEL008731 AAEL008731 unchanged
AAEL008732 AAEL008732 unchanged
AAEL008733 AAEL008733 unchanged
AAEL008734 AAEL008734 unchanged
AAEL008735 AAEL008735 unchanged
AAEL008736 AAEL008736 changed
AAEL008737 AAEL008737 unchanged
AAEL008738 AAEL008738 unchanged
AAEL008739 AAEL008739 unchanged
AAEL008740 AAEL008740 unchanged
AAEL008741 AAEL008741 unchanged
AAEL008742 AAEL008742 unchanged
AAEL008743 AAEL008743 unchanged
AAEL008744 AAEL008744 unchanged
AAEL008745 AAEL008745 unchanged
AAEL008746 AAEL008746 unchanged
AAEL008747 AAEL008747 unchanged
AAEL008748 AAEL008748 unchanged
AAEL008749 AAEL008749 unchanged
AAEL008750 AAEL008750 unchanged
AAEL008751 AAEL008751 unchanged
AAEL008752 AAEL008752 unchanged
AAEL008753 AAEL008753 unchanged
AAEL008754 AAEL008754 unchanged
AAEL008755 AAEL008755 unchanged
AAEL008756 AAEL008756 unchanged
AAEL008757 AAEL008757 changed
AAEL008758 AAEL008758 unchanged
AAEL008759 AAEL008759 unchanged
AAEL008760 AAEL008760 unchanged
AAEL008761 AAEL008761 unchanged
AAEL008762 AAEL008762 unchanged
AAEL008763 AAEL008763 unchanged
AAEL008764 AAEL008764 unchanged
AAEL008765 AAEL008765 unchanged
AAEL008766 AAEL008766 unchanged
AAEL008767 AAEL008767 unchanged
AAEL008768 AAEL008768 unchanged
AAEL008769 AAEL008769 unchanged
AAEL008770 AAEL008770 unchanged
AAEL008771 AAEL008771 unchanged
AAEL008772 AAEL008772 unchanged
AAEL008773 AAEL008773 unchanged
AAEL008774 AAEL008774 unchanged
AAEL008775 AAEL008775 unchanged
AAEL008776 AAEL008776 unchanged
AAEL008777 AAEL008777 unchanged
AAEL008778 AAEL008778 unchanged
AAEL008779 AAEL008779 unchanged
AAEL008780 AAEL008780 unchanged
AAEL008781 AAEL008781 unchanged
AAEL008782 AAEL008782 unchanged
AAEL008783 AAEL008783 unchanged
AAEL008784 AAEL008784 unchanged
AAEL008785 AAEL008785 unchanged
AAEL008786 AAEL008786 unchanged
